Date d'arrivée labo,Civilité,Nom,Prénom,Date de naissance,Âge au 1er janvier 2022,Pays d'origine,Catégorie la plus récente,Statut le plus récent
01/09/2017,M,Weiss,Henri,13/07/1959,62,France,PERMANENT,Maître de Conférences Classe Normale
01/10/2021,M,Weiss-Jean,Olivier,15/11/1976,45,France,NON PERMANENT,Ingénieur
01/12/2019,Mme,Wu,Sabine,23/07/1995,26,--- Inconnu ---,NON PERMANENT,Doctorant
01/03/2017,Mme,Zeblouz,Agathe,19/12/1979,42,France,PERMANENT,Ingénieur d'Etudes Hors Classe
09/10/2017,Mme,Zoubida,Suzanne,30/01/2003,18,Algérie,NON PERMANENT,Doctorant
01/06/2015,M,de Chartier,Emmanuel,06/11/1987,34,Iran,NON PERMANENT,Chercheur
01/09/2011,M,de Chevallier,Léon,28/02/1986,35,France,PERMANENT,Maître de Conférences
01/09/2005,M,de Collet,Théodore,19/09/1989,32,France,NON PERMANENT,Doctorant
01/10/2020,M,de Cordier,Hugues,19/08/1977,44,France,NON PERMANENT,Doctorant
01/11/2015,M,de Couturier,Arthur,15/07/1978,43,Mexique,NON PERMANENT,Doctorant
01/10/2008,M,de Delorme,Claude,05/07/1968,53,Chine,NON PERMANENT,Doctorant
02/11/2010,M,de Duval,Guillaume,16/05/1974,47,Italie,NON PERMANENT,Ingénieur de Recherche
01/01/2018,M,de Ferreira,Louis,16/04/1984,37,Argentine,NON PERMANENT,Doctorant
01/10/2014,M,de Girard,Bertrand,20/06/1990,31,France,NON PERMANENT,Doctorant
17/11/2014,M,de Goncalves,Martin,22/05/1970,51,France,NON PERMANENT,Ingénieur d'Etudes
15/12/2009,M,de Guerin,Auguste,11/06/1976,45,Tunisie,NON PERMANENT,Post Doctorant
01/10/2004,M,de Guibert,Hugues,16/04/1993,28,France,NON PERMANENT,Doctorant
01/10/2012,M,de Hamon,Hugues,14/02/1981,40,Italie,NON PERMANENT,Doctorant
22/01/2018,M,de Joseph,Gérard,10/10/1994,27,Cameroun,NON PERMANENT,Chercheur
13/09/2007,M,de Laurent,Alain,26/05/1993,28,--- Inconnu ---,NON PERMANENT,Ingénieur
08/01/2008,M,de Lefebvre,Henri,05/11/1964,57,--- Inconnu ---,NON PERMANENT,Post Doctorant
01/11/2020,M,de Lelievre,Arthur,18/06/2002,19,--- Inconnu ---,NON PERMANENT,Doctorant
01/10/2012,M,de Maillet,Alain,05/04/1973,48,Chine,NON PERMANENT,Doctorant
01/10/2004,M,de Maillet,Antoine,13/05/1973,48,France,NON PERMANENT,Post Doctorant
08/04/2013,M,de Marion,Benoît,26/02/1982,39,France,NON PERMANENT,Stagiaire
15/10/2020,M,de Martineau,Jules,16/10/1998,23,France,NON PERMANENT,Doctorant
01/12/2011,M,de Michel,Paul,09/12/1960,61,France,PERMANENT,Maître de Conférences
01/10/2021,M,de Morin,Aimé,13/05/1966,55,France,NON PERMANENT,Post Doctorant
01/07/2020,M,de Navarro,Laurent,12/12/1989,32,France,NON PERMANENT,Ingénieur d'Etudes
01/09/2021,M,de Nicolas,Thomas,03/10/1998,23,France,NON PERMANENT,Ingénieur
07/03/2016,M,de Petitjean,Hugues,22/10/1982,39,France,NON PERMANENT,Stagiaire
01/11/2018,M,de Ribeiro,Jacques,22/03/1967,54,France,NON PERMANENT,Doctorant
01/11/2018,M,de Simon,Bertrand,06/07/1991,30,France,NON PERMANENT,Post Doctorant
01/10/2008,Mme,de Smet,Caroline,18/09/1988,33,France,NON PERMANENT,Doctorant
01/06/2010,M,de Tanguy,Alexandre,18/07/1996,25,Slovaquie,NON PERMANENT,Post Doctorant
15/09/2012,M,de Teixeira,Pierre,30/03/1964,57,France,NON PERMANENT,Doctorant
02/07/2012,M,de Texier,Roland,13/01/2003,18,--- Inconnu ---,NON PERMANENT,Stagiaire
01/10/2011,M,de Thomas,Noël,31/03/1986,35,France,NON PERMANENT,Doctorant
01/10/2019,M,de Vaillant,Gérard,10/04/1974,47,France,NON PERMANENT,Doctorant
11/03/2013,M,de Valentin,Isaac,05/09/1996,25,France,NON PERMANENT,Stagiaire
01/12/2017,M,de Verdier,Marc,06/12/1976,45,Inde,NON PERMANENT,Doctorant
02/04/2013,M,de Weiss,Sébastien,29/08/1984,37,France,NON PERMANENT,Stagiaire
18/01/2021,M,de la Albert,David,18/11/1961,60,France,NON PERMANENT,Stagiaire
20/11/2017,M,de la Alexandre,Jules,13/12/1984,37,France,NON PERMANENT,Doctorant
01/09/2013,M,de la Allain,Sébastien,12/03/1979,42,France,PERMANENT,Maître de Conférences
01/01/2015,M,de la Besson,Roger,13/12/1996,25,France,ASSOCIE,Maître de Conférences Classe Normale
01/02/2016,M,de la Besson,Étienne,24/11/1995,26,France,NON PERMANENT,Ingénieur de Recherche
21/09/2020,M,de la Blin,David,18/03/1958,63,France,NON PERMANENT,Apprenti
06/12/2014,M,de la Bodin,Grégoire,29/08/2003,18,Algérie,NON PERMANENT,Ingénieur d'Etudes
01/02/2001,M,de la Bousquet,William,14/09/1968,53,France,PERMANENT,Maître de Conférences
01/10/2006,M,de la Bouvier,Antoine,22/03/1990,31,Roumanie,NON PERMANENT,Doctorant
01/10/2020,M,de la Carre,Gérard,17/04/1976,45,France,NON PERMANENT,Doctorant
18/12/2011,M,de la Chauveau,Alfred,11/09/1974,47,--- Inconnu ---,NON PERMANENT,Ingénieur de Recherche
01/04/2012,M,de la Chevalier,Georges,01/12/1962,59,--- Inconnu ---,NON PERMANENT,Stagiaire
01/09/2000,M,de la Collet,Yves,15/07/1992,29,France,PERMANENT,Professeur 1ère Classe
01/09/2015,M,de la Cousin,Richard,01/07/1961,60,--- Inconnu ---,NON PERMANENT,Stagiaire
01/06/2012,M,de la David,Timothée,21/08/1989,32,France,NON PERMANENT,Doctorant
01/11/2007,M,de la Descamps,Gilles,04/07/1975,46,--- Inconnu ---,NON PERMANENT,Ingénieur
01/01/2007,M,de la Descamps,Édouard,29/11/1964,57,France,PERMANENT,Maître de Conférences Classe Normale
01/11/2008,M,de la Diallo,Arthur,15/02/1992,29,France,NON PERMANENT,Doctorant
02/10/2017,M,de la Diallo,Xavier,19/03/1972,49,France,NON PERMANENT,Ingénieur
01/10/2014,M,de la Dupuis,Marc,29/07/1964,57,Belgique,NON PERMANENT,Post Doctorant
10/03/2018,M,de la Evrard,Jacques,24/04/1980,41,France,NON PERMANENT,Doctorant
01/01/2004,M,de la Francois,Benjamin,04/11/1957,64,France,PERMANENT,Maître de Conférences Hors Classe
01/10/2010,M,de la Gaillard,André,02/07/1967,54,Japon,NON PERMANENT,Post Doctorant
01/10/2016,M,de la Gimenez,Tristan,28/02/1977,44,France,NON PERMANENT,Attaché Temporaire d'Enseignement et de Recherche
01/01/2002,M,de la Hoarau,Jules,23/12/1964,57,France,PERMANENT,Professeur agrégé
26/04/2021,M,de la Hoareau,Victor,29/12/1969,52,France,NON PERMANENT,Stagiaire
01/10/2017,M,de la Jean,Richard,19/12/1984,37,Maroc,NON PERMANENT,Doctorant
01/01/2005,M,de la Lacroix,Bernard,06/03/1960,61,France,PERMANENT,Assistant Ingénieur
23/01/2015,M,de la Laurent,Thierry,19/03/1974,47,France,NON PERMANENT,Doctorant
15/10/2012,M,de la Leblanc,Thierry,29/11/1979,42,Niger,NON PERMANENT,Doctorant
16/06/2021,M,de la Lebon,Frédéric,10/10/1995,26,Chine,NON PERMANENT,Stagiaire
01/09/2010,M,de la Leconte,Gilbert,23/09/1985,36,France,NON PERMANENT,Post Doctorant
01/10/2019,M,de la Lecoq,Christophe,19/09/1985,36,France,NON PERMANENT,Doctorant
20/02/2012,M,de la Lefevre,Franck,22/11/2001,20,France,NON PERMANENT,Stagiaire
01/10/2013,M,de la Lesage,Lucas,29/05/1970,51,France,NON PERMANENT,Doctorant
01/10/2015,M,de la Marie,Jules,20/07/1985,36,Belgique,PERMANENT,Directeur de Recherche 2ème Classe
01/10/2010,M,de la Mary,Gilbert,23/02/1979,42,Fédération de Russie,NON PERMANENT,Ingénieur d'Etudes
01/02/2021,M,de la Merle,Bertrand,18/12/1958,63,France,NON PERMANENT,Ingénieur de Recherche
01/01/2007,M,de la Michel,Louis,07/11/1975,46,--- Inconnu ---,ASSOCIE,Maître de Conférences
04/08/2020,M,de la Millet,René,07/09/1958,63,France,NON PERMANENT,Ingénieur d'Etudes
03/01/2011,M,de la Pelletier,Lucas,25/05/1964,57,France,NON PERMANENT,Ingénieur de Recherche
19/09/2016,M,de la Pichon,Isaac,15/08/1959,62,Espagne,PERMANENT,Maître de Conférences
01/09/2004,M,de la Ramos,Franck,02/06/1989,32,--- Inconnu ---,NON PERMANENT,Doctorant
01/10/2011,M,de la Rodriguez,Thomas,07/08/2003,18,France,NON PERMANENT,Doctorant
07/10/2014,M,de la Roussel,Maurice,12/06/1979,42,Chine,NON PERMANENT,Doctorant
01/07/2019,M,de la Royer,Gérard,11/07/1985,36,France,NON PERMANENT,Doctorant
01/01/2004,M,de la Salmon,Guy,15/07/1967,54,France,PERMANENT,Maître de Conférences
12/01/2009,M,de la Tessier,Alphonse,06/01/1985,36,--- Inconnu ---,NON PERMANENT,Ingénieur
01/09/2003,M,de la Thibault,Édouard,30/12/1973,48,France,PERMANENT,Maître de Conférences
01/09/2008,M,de la Vallet,Guy,22/11/1984,37,Tunisie,PERMANENT,Maître de Conférences
01/12/2020,M,de la Voisin,Eugène,12/05/1991,30,--- Inconnu ---,NON PERMANENT,Doctorant
01/09/2013,M,du Aubert,Benoît,07/05/1970,51,France,NON PERMANENT,Post Doctorant
01/10/2007,M,du Baron,Édouard,27/01/1963,58,France,NON PERMANENT,Doctorant
01/09/2001,M,du Barthelemy,Émile,08/07/1992,29,France,PERMANENT,Professeur de Classe Exceptionnelle 2
15/10/2010,M,du Boulanger,Théophile,03/01/1994,27,France,NON PERMANENT,Doctorant
01/10/2008,M,du Bourdon,Augustin,12/10/1998,23,Mexique,NON PERMANENT,Doctorant
17/09/2007,M,du Bourdon,Yves,01/07/1961,60,Chine,NON PERMANENT,Doctorant
01/12/2016,M,du Bouvet,Frédéric,02/11/1984,37,France,NON PERMANENT,Ingénieur d'Etudes
30/03/2015,M,du Bruneau,Marc,27/04/1960,61,France,NON PERMANENT,Stagiaire
01/09/2004,M,du Colin,Philippe,05/11/1978,43,France,PERMANENT,Adjoint Technique de Recherche
01/10/2018,M,du Couturier,Auguste,23/10/1965,56,France,NON PERMANENT,Doctorant
01/02/2010,M,du Didier,Lucas,28/11/1992,29,Espagne,NON PERMANENT,Ingénieur
07/12/2020,M,du Dijoux,Antoine,28/10/1982,39,France,NON PERMANENT,Post Doctorant
01/10/2021,M,du Dos Santos,Arthur,21/02/1972,49,France,NON PERMANENT,Doctorant
15/02/2017,M,du Dubois,Robert,07/10/1983,38,Belgique,NON PERMANENT,Doctorant
04/02/2013,M,du Fernandes,Robert,05/07/2001,20,Tunisie,NON PERMANENT,Stagiaire
01/12/2009,M,du Gauthier,Nicolas,04/09/1999,22,Belgique,NON PERMANENT,Post Doctorant
01/07/2008,M,du Gosselin,Alfred,09/09/1964,57,France,NON PERMANENT,Assistant Ingénieur
01/01/2004,M,du Guyot,Gérard,20/04/1971,50,France,PERMANENT,Maître de Conférences
01/09/2021,M,du Hamel,Marcel,24/11/1958,63,France,PERMANENT,Assistant Ingénieur
05/01/2012,M,du Hamon,Stéphane,28/02/1984,37,Cameroun,NON PERMANENT,Doctorant
12/06/2007,M,du Hardy,Gérard,26/03/1968,53,France,PERMANENT,Maître de Conférences
01/10/2018,M,du Hernandez,Sébastien,25/04/1973,48,France,NON PERMANENT,Doctorant
01/09/2010,M,du Hoareau,Philippe,02/06/1984,37,Arabie Saoudite,NON PERMANENT,Doctorant
01/10/2014,M,du Humbert,Olivier,02/01/2002,19,France,NON PERMANENT,Ingénieur
01/10/2012,M,du Jacquet,Théophile,17/06/1958,63,Chine,PERMANENT,Chargé de Recherche 1ère Classe
02/05/2013,M,du Jacquet,Vincent,16/01/1981,40,Madagascar,NON PERMANENT,Doctorant
01/09/2011,M,du Lagarde,Augustin,26/07/1974,47,France,PERMANENT,Professeur 2ème Classe
24/09/2012,M,du Laine,Isaac,04/07/1975,46,France,NON PERMANENT,Post Doctorant
01/10/2019,M,du Leclercq,Philippe,22/12/1970,51,--- Inconnu ---,NON PERMANENT,Doctorant
20/10/2017,M,du Lecoq,Frédéric,18/07/1988,33,Maroc,NON PERMANENT,Doctorant
01/02/2022,M,du Lemoine,Rémy,24/02/1998,23,Roumanie,NON PERMANENT,Stagiaire
01/10/2010,M,du Lemonnier,Léon,26/12/1983,38,France,NON PERMANENT,Doctorant
01/09/2021,M,du Lenoir,Augustin,26/01/1989,32,France,NON PERMANENT,Stagiaire
01/04/2012,M,du Leveque,William,31/03/1997,24,France,NON PERMANENT,Doctorant
07/06/2021,M,du Louis,Bernard,29/11/1971,50,France,NON PERMANENT,Stagiaire
01/04/2009,M,du Marchal,Matthieu,14/01/1969,52,France,NON PERMANENT,Technicien de la Recherche
01/04/2010,M,du Marty,Daniel,23/01/2000,21,Serbie,NON PERMANENT,--- Inconnu ---
01/12/2009,M,du Masson,Alphonse,30/08/1976,45,France,NON PERMANENT,Doctorant
01/10/2012,M,du Morvan,Benjamin,27/11/1970,51,France,NON PERMANENT,Doctorant
01/11/2007,M,du Navarro,Marc,27/12/1970,51,France,NON PERMANENT,Doctorant
12/06/2007,M,du Noel,Hugues,07/02/1983,38,--- Inconnu ---,NON PERMANENT,Ingénieur de Recherche
01/10/2017,M,du Pascal,Charles,25/09/1989,32,France,NON PERMANENT,Doctorant
01/10/2015,M,du Renaud,Maurice,20/02/1988,33,Royaume-Uni,NON PERMANENT,Ingénieur
01/10/2021,M,du Rey,Honoré,23/10/1991,30,France,PERMANENT,Directeur de Recherche 2ème Classe
11/10/2010,M,du Rocher,Éric,02/09/1994,27,France,NON PERMANENT,Doctorant
15/04/2007,M,du Rolland,Charles,19/11/1967,54,--- Inconnu ---,NON PERMANENT,Post Doctorant
01/04/2008,M,du Roy,Zacharie,01/09/1957,64,--- Inconnu ---,NON PERMANENT,Stagiaire
02/04/2013,M,du Simon,Roland,19/07/1991,30,France,NON PERMANENT,Stagiaire
01/09/2015,M,du Teixeira,Dominique,11/09/2001,20,Algérie,NON PERMANENT,Doctorant
01/06/2021,Mme,le Toullec,Alexandrie,20/01/1987,34,France,NON PERMANENT,Ingénieur
